wareh,capacity,buffer,CHI,CHILOC,GS,BS,RND
2.0,10000.0,0.0,0.20587641741119644,0.21180364144195374,0.0434403044786551,0.0434403044786551,0.0
2.0,10000.0,0.0,0.21002518582222496,0.21643059673263265,0.06709839282769858,0.06709839282769858,0.0
2.0,10000.0,0.0,0.2117616666840627,0.22144715417453842,0.09045333326374905,0.09045333326374905,0.0
3.0,10000.0,0.0,0.289507620666811,0.2925053973916716,0.05092575718919712,0.05092575718919712,0.0
3.0,10000.0,0.0,0.2915835332472826,0.29529634871579,0.07027825444517699,0.07027825444517699,0.0
3.0,10000.0,0.0,0.29370940062049267,0.29783972027624717,0.0882056187678788,0.0882056187678788,0.0
4.0,10000.0,0.0,0.3309587239291375,0.3340223090598532,0.04912245187541675,0.04912245187541675,0.0
4.0,10000.0,0.0,0.33544913872772397,0.33770474793130767,0.05547431311075279,0.05547431311075279,0.0
4.0,10000.0,0.0,0.33542629055418993,0.3387470489449218,0.07708034171392408,0.07708034171392408,0.0
2.0,11000.0,1000.0,0.22622196013366513,0.2326060375874971,0.08463217092616104,0.06443380542589949,0.0
2.0,11000.0,1000.0,0.22730914501545152,0.2307695911787404,0.106943850412342,0.08983840318816194,0.0
2.0,11000.0,1000.0,0.227011924802355,0.2295739708595227,0.12903315473361565,0.11402562588432619,0.0
3.0,11000.0,1000.0,0.2999070583524929,0.3021274542750385,0.09114436898943146,0.058576528795828975,0.0
3.0,11000.0,1000.0,0.3014812597233878,0.3017523065361717,0.11159797092578594,0.07909901373396422,0.0
3.0,11000.0,1000.0,0.30175345175579604,0.3040391794377165,0.13305893437645122,0.09944785303468728,0.0
4.0,11000.0,1000.0,0.3369150001225799,0.3393490859294831,0.09006167518138064,0.049981062662324494,0.0
4.0,11000.0,1000.0,0.3389400050573711,0.3427099998247446,0.09725024222804735,0.06851936697736949,0.0
4.0,11000.0,1000.0,0.33868323652899035,0.34298931744271743,0.10357704649371668,0.08737058772402695,0.0
2.0,12000.0,2000.0,0.22333281674198757,0.22333281674198757,0.11399902585631938,0.08590729583802648,0.0
2.0,12000.0,2000.0,0.21952541627496103,0.21952541627496103,0.1385249785852114,0.11217382893637218,0.0
2.0,12000.0,2000.0,0.210803015553512,0.21225010121091503,0.15582581371094162,0.13667621227987958,0.0
3.0,12000.0,2000.0,0.2988626411648668,0.30015763948510177,0.12779077880796985,0.06571814978909618,0.0
3.0,12000.0,2000.0,0.29875148923293937,0.2996558153287875,0.13576224277473936,0.08689469260678906,0.0
3.0,12000.0,2000.0,0.29848714664704445,0.3022044897359448,0.15365075949264573,0.11114890544897937,0.0
4.0,12000.0,2000.0,0.3357128193884764,0.3378065258072973,0.1011603032435644,0.05045734221835663,0.0
4.0,12000.0,2000.0,0.3358187403866656,0.3367560081398936,0.11565708110704209,0.07112056026978408,0.0
4.0,12000.0,2000.0,0.33427511818612343,0.3384832919301103,0.12732581567118917,0.09207612931098941,0.0
2.0,15000.0,0.0,0.2006178113025554,0.21382189986969358,0.04342216654340958,0.04342216654340958,0.0
2.0,15000.0,0.0,0.20560353662550213,0.2198241386199945,0.06693569401490662,0.06693569401490662,0.0
2.0,15000.0,0.0,0.20954456447861236,0.22244472246102953,0.09037481361075272,0.09037481361075272,0.0
3.0,15000.0,0.0,0.28140173252416467,0.29496856289671525,0.0506648631151565,0.0506648631151565,0.0
3.0,15000.0,0.0,0.2918164388518757,0.29927717415523114,0.06041337928464774,0.06041337928464774,0.0
3.0,15000.0,0.0,0.29137944714594066,0.3016062702780895,0.06972235311389952,0.06972235311389952,0.0
4.0,15000.0,0.0,0.3341311282366134,0.335896993912678,0.04885545563885896,0.04885545563885896,0.0
4.0,15000.0,0.0,0.33680620705270203,0.338118170794795,0.034642921383506,0.034642921383506,0.0
4.0,15000.0,0.0,0.33785409070621264,0.3415444850215841,0.0213640830499342,0.0213640830499342,0.0
2.0,16500.0,1500.0,0.22336129895177248,0.23174698590434195,0.08017417810871208,0.06394394525145397,0.0
2.0,16500.0,1500.0,0.22639556342448175,0.23047857256608628,0.10364968290101073,0.08988441510994416,0.0
2.0,16500.0,1500.0,0.22216702226583995,0.2262546053933595,0.12842303740433392,0.11445503861888351,0.0
3.0,16500.0,1500.0,0.2913465340275463,0.2985855289972933,0.09873348087855027,0.05811104043777782,0.0
3.0,16500.0,1500.0,0.29484351991897817,0.30023720208151494,0.08654711059880205,0.08019173834922455,0.0
3.0,16500.0,1500.0,0.30330645444869075,0.30792965237547976,0.0749166814112614,0.10103554498534006,0.0
4.0,16500.0,1500.0,0.3416581407390916,0.3428983817831154,0.0921595653402908,0.05055020374673869,0.0
4.0,16500.0,1500.0,0.3422573773955818,0.342215316702001,0.08211449121081726,0.06950880120013181,0.0
4.0,16500.0,1500.0,0.3416334331093648,0.34469554243294764,0.07029437446055131,0.08831836692861639,0.0
2.0,18000.0,3000.0,0.22069382913307667,0.22482664646946726,0.10955182276265873,0.08577307893162345,0.0
2.0,18000.0,3000.0,0.21806496958899912,0.21899121769266094,0.13408885301117623,0.11219154059207503,0.0
2.0,18000.0,3000.0,0.2097467166912842,0.20975877138555943,0.15616005513958986,0.1376241899422722,0.0
3.0,18000.0,3000.0,0.29210422507876477,0.2940742786566428,0.13177309989739183,0.06566634722438347,0.0
3.0,18000.0,3000.0,0.29924499322651066,0.29969310772292834,0.1348577279617118,0.08769468388944979,0.0
3.0,18000.0,3000.0,0.2998942671755107,0.3021240266853916,0.13335581409069197,0.11263437843790747,0.0
4.0,18000.0,3000.0,0.3383648019834995,0.3399953162778988,0.11155271591260985,0.05141496485399044,0.0
4.0,18000.0,3000.0,0.3386546373322281,0.3398074830449408,0.10035759949374135,0.07233434181461429,0.0
4.0,18000.0,3000.0,0.338479697779125,0.34014122742453046,0.09102649415687625,0.09303164536593622,0.0
2.0,20000.0,0.0,0.18333911782427448,0.2000597372335855,0.0496354480486052,0.0496354480486052,0.0
2.0,20000.0,0.0,0.1941204025409199,0.20933279502478674,0.024366872802607742,0.024366872802607742,0.0
2.0,20000.0,0.0,0.19122790069853568,0.2129574390592548,0.0009144538536952629,0.0009144538536952629,0.0
3.0,20000.0,0.0,0.26690926138597615,0.27872878078452423,0.06218295553961861,0.06218295553961861,0.0
3.0,20000.0,0.0,0.272572963167544,0.2834510788382635,0.05100597718739053,0.05100597718739053,0.0
3.0,20000.0,0.0,0.2734497701932517,0.28698208388013846,0.03992267558051399,0.03992267558051399,0.0
4.0,20000.0,0.0,0.30396342955968414,0.31716694448658733,0.060629532346430426,0.060629532346430426,0.0
4.0,20000.0,0.0,0.31826203699119626,0.3217188587537386,0.06286154171726677,0.06286154171726677,0.0
4.0,20000.0,0.0,0.31425217763732016,0.32261629292236804,0.06543363450190243,0.06543363450190243,0.0
2.0,22000.0,2000.0,0.20766801707974725,0.21777677911811533,0.08533606082993062,0.07131407905650666,0.0
2.0,22000.0,2000.0,0.21952238670043434,0.2242768233934357,0.057949217259006924,0.0989532203607747,0.0
2.0,22000.0,2000.0,0.22059732374539964,0.22322880450451976,0.03336736597527268,0.12602343842748842,0.0
3.0,22000.0,2000.0,0.28138879422405116,0.2891337963831495,0.10420452489290544,0.0689451722227834,0.0
