wareh,capacity,QMK,CHI,CHILOC,GP,GS,BS,RND
2.0,500.0,0.056135315222962584,0.05584828293182983,0.056135315222962584,0.052472236459935075,0.04798223133435845,0.0,0.0
3.0,500.0,0.05465610966674545,0.05293074923186008,0.054614748286457106,0.04837508863152919,0.047825573150555425,0.0,0.0
2.0,1000.0,0.05553808716574616,0.05478618690873298,0.05538087165746158,0.041450210532071964,0.05296795537813748,0.0,0.0
3.0,1000.0,0.05672300040901735,0.04358702288718827,0.04746379603668115,0.04235997083528456,0.04730967355673189,0.0,0.0
2.0,1500.0,0.05784541723666211,0.05567715458276334,0.05774965800273598,0.03152530779753762,0.05259233926128591,0.0,0.0
3.0,1500.0,0.06031453015726508,0.03506810086738377,0.05295419314376324,0.040298436815885075,0.048138024069012034,0.0,0.0
2.0,2000.0,0.05859849985654366,0.0542879783585862,0.0583047559192819,0.0429822524011859,0.04745672400366155,0.0,0.0
3.0,2000.0,0.06262463681497832,0.042611736719706965,0.0536655798237776,0.030646602481788972,0.04642850802705469,0.0,0.0
2.0,2500.0,0.05849921335248649,0.0550379642930433,0.058478692113003626,0.014782132840823586,0.04422327108557357,0.0,0.0
3.0,2500.0,0.06579211723689653,0.043237014713703247,0.06063936654257519,0.02748921586007209,0.045653843881108554,0.0,0.0
2.0,3000.0,0.060509510497176996,0.05632297319519816,0.05976950063037877,0.018150797566189772,0.04647673080085512,0.0,0.0
3.0,3000.0,0.06039374089385342,0.0408784544130015,0.060731334620532804,0.031153386005851623,0.03828431314483363,0.0,0.0
