wareh,capacity,buffer,QMK,CHI,CHILOC,KLINKQMK,GP,GS,BS,RND
2.0,1000.0,0.0,0.10832206989766369,0.10857951985582803,0.10832206989766369,0.10832206989766369,0.10626247023234858,0.10806461993949923,0.10806461993949923,0.0
2.0,1000.0,0.0,0.07066339700567892,0.14558595766649463,0.14468249870934435,0.07066339700567892,0.14145585957666496,0.1443598347960764,0.1443598347960764,0.0
2.0,1000.0,0.0,0.030816339826698846,0.17395270050166134,0.17369209720502965,0.030816339826698846,0.17369209720502965,0.17343149390839796,0.17343149390839796,0.0
3.0,1000.0,0.0,0.11026656674874213,0.1120329729151055,0.11032009420832889,0.11026656674874213,0.10812546836527137,0.110052456910395,0.110052456910395,0.0
3.0,1000.0,0.0,0.1328150134048257,0.13415549597855225,0.1349597855227882,0.1328150134048257,0.13297587131367294,0.0857372654155496,0.0857372654155496,0.0
3.0,1000.0,0.0,0.15389592882178482,0.15583715287139388,0.154489080614721,0.15389592882178482,0.15173901321110816,0.08395794014559177,0.08395794014559177,0.0
4.0,1000.0,0.0,0.09509053936283529,0.09663987605306479,0.09567154062167138,0.09509053936283529,0.09547787353539261,0.09523578967754431,0.09523578967754431,0.0
4.0,1000.0,0.0,0.07852641783809988,0.11987396994667965,0.11735336888027148,0.07852641783809988,0.11425109064469219,0.10620455647115856,0.10620455647115856,0.0
4.0,1000.0,0.0,0.12079198287604598,0.13991048842187193,0.13704028021015757,0.12079198287604598,0.13436466238567812,0.1272621132516054,0.1272621132516054,0.0
2.0,1100.0,100.0,0.1353563585546017,0.13595528049510885,0.1346908897318161,0.0,0.13169628002928058,0.13635456178878025,0.13515671790776607,0.0
2.0,1100.0,100.0,0.09259259259259256,0.16934082096536973,0.1671346436689397,0.0,0.1676694745286803,0.16967509025270755,0.1687391362481615,0.0
2.0,1100.0,100.0,0.052767052767052736,0.19284698232066655,0.193050193050193,0.0,0.19284698232066655,0.19277924541082436,0.19223735013208698,0.0
3.0,1100.0,100.0,0.11793707068468873,0.12259029470418792,0.12259029470418792,0.0,0.1204298692665633,0.12270108575227123,0.11893419011743855,0.0
3.0,1100.0,100.0,0.1326598579040853,0.14753552397868563,0.14753552397868563,0.0,0.1446492007104796,0.10129884547069268,0.143095026642984,0.0
3.0,1100.0,100.0,0.15099492781896218,0.1710606989576947,0.1710606989576947,0.0,0.17033610166657376,0.09726325176968953,0.16777214202106905,0.0
4.0,1100.0,100.0,0.09853941576630654,0.10914365746298516,0.10914365746298516,0.0,0.10414165666266506,0.10904361744697877,0.10024009603841533,0.0
4.0,1100.0,100.0,0.1118286028933273,0.12999949942433797,0.12999949942433797,0.0,0.12679581518746563,0.12334184311958751,0.12429293687740905,0.0
4.0,1100.0,100.0,0.12704073943838856,0.14944491887275835,0.14944491887275835,0.0,0.1453257648063495,0.14904305018335262,0.14396945797960514,0.0
2.0,1200.0,200.0,0.15417040978508745,0.15582889917766563,0.15430861723446898,0.0,0.15513786193075807,0.15672724759864554,0.15631262525050105,0.0
2.0,1200.0,200.0,0.18638765294771964,0.18451056729699666,0.18562291434927702,0.0,0.18492769744160176,0.1848581757508343,0.18416295884315903,0.0
2.0,1200.0,200.0,0.06942968473255406,0.204109103790294,0.2044633368756642,0.0,0.20162947219270277,0.20453418349273822,0.20417995040736803,0.0
3.0,1200.0,200.0,0.13291975415015223,0.12981791027629386,0.12981791027629386,0.0,0.12752024814750995,0.12999023493595263,0.1276351312539491,0.0
3.0,1200.0,200.0,0.14873181112325295,0.15408063495715185,0.15408063495715185,0.0,0.1537355495485132,0.10375567953068388,0.15408063495715185,0.0
3.0,1200.0,200.0,0.16831511365608187,0.17901555902597022,0.17901555902597022,0.0,0.17780091387587482,0.08514084099716579,0.1823702932500434,0.0
4.0,1200.0,200.0,0.1178567737935311,0.11103647824739071,0.11697840239743718,0.0,0.10850470187041439,0.11088147153043304,0.10607626330474318,0.0
4.0,1200.0,200.0,0.12679921300610952,0.1323392357875116,0.1323392357875116,0.0,0.12814538676607645,0.13627420523972245,0.12799005902454175,0.0
4.0,1200.0,200.0,0.13173061945064646,0.15452515706942205,0.15452515706942205,0.0,0.15115011163611813,0.15307129134430653,0.1502154836699725,0.0
2.0,2000.0,0.0,0.11048543689320389,0.10970873786407764,0.11048543689320389,0.11048543689320389,0.10724919093851137,0.10912621359223296,0.10912621359223296,0.0
2.0,2000.0,0.0,0.07049659201557934,0.14592664719246995,0.145407335280753,0.07049659201557934,0.14417396949042516,0.14255111976630963,0.14255111976630963,0.0
2.0,2000.0,0.0,0.03365856852858362,0.1737279811407243,0.17274572719533754,0.03365856852858362,0.17110863728635972,0.17091218649728246,0.17091218649728246,0.0
3.0,2000.0,0.0,0.10969305331179324,0.11109316101238553,0.11141626278944539,0.10969305331179324,0.10473882606354334,0.11033925686591273,0.11033925686591273,0.0
3.0,2000.0,0.0,0.13345560470385154,0.13636854029560896,0.13448052648613662,0.13345560470385154,0.12703635775164523,0.1356672780235193,0.1356672780235193,0.0
3.0,2000.0,0.0,0.15747219962028747,0.15920802820721458,0.15861133713045839,0.15747219962028747,0.14879305668565235,0.15617032818009224,0.15617032818009224,0.0
4.0,2000.0,0.0,0.09569704049844241,0.09900700934579443,0.10032126168224298,0.09569704049844241,0.09861760124610597,0.10056464174454827,0.10056464174454827,0.0
4.0,2000.0,0.0,0.08210228657793384,0.11657159572912101,0.1179367168836234,0.08210228657793384,0.11944810101896541,0.12091073082736092,0.12091073082736092,0.0
4.0,2000.0,0.0,0.11847900557893709,0.13404130370950373,0.13702652442008423,0.11847900557893709,0.13736909073113435,0.13883723206420673,0.13883723206420673,0.0
2.0,2200.0,200.0,0.1337302649183837,0.1337302649183837,0.13326197484613322,0.0,0.13299438051913304,0.1315226117206315,0.1312550173936312,0.0
2.0,2200.0,200.0,0.09225290600013436,0.1653564469528993,0.16488611167103406,0.0,0.16434858563461663,0.16407982261640797,0.16414701337096016,0.0
2.0,2200.0,200.0,0.04631077864671884,0.18979938796327778,0.19013940836450183,0.0,0.18565113906834407,0.1902074124447467,0.19027541652499147,0.0
3.0,2200.0,200.0,0.11562465173297676,0.12454028752925439,0.12454028752925439,0.0,0.11969241056502844,0.1262119692410565,0.12063969686838294,0.0
3.0,2200.0,200.0,0.1429049718207689,0.1501032308464929,0.1501032308464929,0.0,0.14273757044807767,0.14948942581329172,0.14714580659561405,0.0
3.0,2200.0,200.0,0.1659471884285474,0.17177776531928013,0.17177776531928013,0.0,0.1659471884285474,0.1734035992599653,0.17048831081459892,0.0
4.0,2200.0,200.0,0.10032687955745534,0.11249685692733213,0.11249685692733213,0.0,0.10781996479758615,0.10902690470203669,0.10379683178275079,0.0
4.0,2200.0,200.0,0.11158625547114753,0.12909392765507877,0.12909392765507877,0.0,0.1282386678070131,0.13135785078231121,0.12698093273632838,0.0
4.0,2200.0,200.0,0.1282711932908962,0.14964130544609477,0.14964130544609477,0.0,0.14716580782055166,0.15029807012225926,0.14741840961907648,0.0
2.0,2400.0,400.0,0.151294329932681,0.15365396627108052,0.15219654382677494,0.0,0.15205774168922204,0.15198834062044553,0.15254354917065727,0.0
2.0,2400.0,400.0,0.1825413439397111,0.18191333472890936,0.18247156513851093,0.0,0.17723815504849627,0.18198311353010954,0.18226222873491038,0.0
2.0,2400.0,400.0,0.06641069397042099,0.20179180887372017,0.20129408418657568,0.0,0.19645904436860073,0.2004408418657565,0.20150739476678048,0.0
3.0,2400.0,400.0,0.128708299665243,0.13286390395936742,0.13286390395936742,0.0,0.12668821424448806,0.13113240217014888,0.12691908114971717,0.0
3.0,2400.0,400.0,0.14891404805914976,0.15636552680221816,0.15636552680221816,0.0,0.15064695009242146,0.15804066543438078,0.1547481515711645,0.0
3.0,2400.0,400.0,0.1708974731338948,0.1808306709265176,0.1808306709265176,0.0,0.17844902701132737,0.18181818181818177,0.18176009294220152,0.0
4.0,2400.0,400.0,0.11623434007381606,0.12210843686645523,0.12210843686645523,0.0,0.11108800748557468,0.11384311483079479,0.10578572542496234,0.0
4.0,2400.0,400.0,0.12761974101617346,0.13968485100629258,0.13968485100629258,0.0,0.13297623381351087,0.13578449217327992,0.13032398980706228,0.0
4.0,2400.0,400.0,0.13645855084568803,0.15718312800167045,0.15718312800167045,0.0,0.1484652328252245,0.15780956358321152,0.15258926707036957,0.0
2.0,3000.0,0.0,0.10980316480123509,0.11205454779364465,0.11083236845490807,0.10980316480123509,0.10150521034349669,0.11070371799819889,0.11070371799819889,0.0
2.0,3000.0,0.0,0.14803586402631752,0.14803586402631752,0.14693930207056694,0.14803586402631752,0.14300457975875636,0.07308262916854802,0.07308262916854802,0.0
2.0,3000.0,0.0,0.17753481712872576,0.17707926591175327,0.17773005336457115,0.17753481712872576,0.17844591956267086,0.03319016009371334,0.03319016009371334,0.0
3.0,3000.0,0.0,0.10711614488727428,0.10759696548776576,0.10770381451009725,0.10711614488727428,0.11240517149268081,0.11374078427182388,0.11374078427182388,0.0
3.0,3000.0,0.0,0.09644615713979876,0.12802397773496044,0.1328944551487904,0.09644615713979876,0.1364268893170627,0.1224577178334404,0.1224577178334404,0.0
3.0,3000.0,0.0,0.08249475326911693,0.14497121024592374,0.15551848463649576,0.08249475326911693,0.1561104235053543,0.12683635580907282,0.12683635580907282,0.0
4.0,3000.0,0.0,0.093133233605173,0.09197510013028998,0.09554601167784582,0.093133233605173,0.09549775611639244,0.09699367852144958,0.09699367852144958,0.0
4.0,3000.0,0.0,0.11435746365963206,0.11643405611628921,0.11619259187714304,0.11435746365963206,0.11619259187714304,0.11541990631187526,0.11541990631187526,0.0
4.0,3000.0,0.0,0.13499103291163783,0.13634821385293971,0.1366875090882652,0.13499103291163783,0.138868692743929,0.1275750084823809,0.1275750084823809,0.0
2.0,3300.0,300.0,0.1345616602367966,0.13642410536118132,0.13615804177198354,0.0,0.13163496075562064,0.13688971664227756,0.13748835971797257,0.0
2.0,3300.0,300.0,0.16999265834612565,0.17112727758125879,0.16979243142227862,0.0,0.1713275045051058,0.0941733965160515,0.17099379296536077,0.0
2.0,3300.0,300.0,0.19247682836073332,0.19362695352141257,0.19301806373046482,0.0,0.19525065963060684,0.049252418645558516,0.1958595494215547,0.0
3.0,3300.0,300.0,0.11441988950276238,0.12171270718232041,0.11464088397790051,0.0,0.12569060773480667,0.12718232044198896,0.12337016574585635,0.0
3.0,3300.0,300.0,0.13341818383044657,0.14182945050080242,0.14431962813347354,0.0,0.14692048032759675,0.1329201483039123,0.15046206629406234,0.0
3.0,3300.0,300.0,0.15418428666815043,0.16219675050077897,0.16687068773647895,0.0,0.16553527709770754,0.13521032717560655,0.17382595148008018,0.0
4.0,3300.0,300.0,0.09689323293272822,0.11005834538473047,0.09749164713509195,0.0,0.10522116391562364,0.1064179923203511,0.10173041440183517,0.0
4.0,3300.0,300.0,0.11466906080103745,0.1312284901990124,0.1312284901990124,0.0,0.13147787919596987,0.12544266546959948,0.12793655543917404,0.0
4.0,3300.0,300.0,0.13691907051282048,0.15334535256410253,0.15334535256410253,0.0,0.15124198717948723,0.13571714743589747,0.1517928685897436,0.0
2.0,3600.0,600.0,0.15573487826746668,0.15718325401751843,0.15614869991033864,0.0,0.1587006000413822,0.1581488378508863,0.15987309469618594,0.0
2.0,3600.0,600.0,0.18325006938662225,0.18498473494310297,0.18345822925339994,0.0,0.18699694698862057,0.11969192339716905,0.18789897307799053,0.0
2.0,3600.0,600.0,0.06471919649172442,0.2036355920215024,0.20321120384778613,0.0,0.2038477861083604,0.06952892912717501,0.20582826425236955,0.0
3.0,3600.0,600.0,0.12952152014652019,0.1323260073260073,0.1275755494505495,0.0,0.1314102564102564,0.1332417582417582,0.13152472527472525,0.0
3.0,3600.0,600.0,0.14925116199001554,0.15946519768175815,0.15917828656682165,0.0,0.14936592643599012,0.13547942847305905,0.15848969989097372,0.0
3.0,3600.0,600.0,0.17106780442804426,0.17666051660516602,0.18455950184501846,0.0,0.1708948339483395,0.13457103321033215,0.1832333948339483,0.0
4.0,3600.0,600.0,0.10989747024576224,0.114689061775465,0.11340099953629756,0.0,0.11293729713019729,0.11350404451543095,0.10459065382039257,0.0
4.0,3600.0,600.0,0.12071811803549315,0.14104416013206766,0.1316033842344202,0.0,0.13459554271564178,0.12205943045810974,0.1334089971110194,0.0
4.0,3600.0,600.0,0.1500646830530401,0.15187580853816296,0.14918499353169468,0.0,0.15756791720569208,0.1450452781371281,0.15880983182406205,0.0
2.0,4000.0,0.0,0.10542945576476659,0.1055584214598917,0.10491359298426617,0.10542945576476659,0.10626773278307966,0.1071704926489554,0.1071704926489554,0.0
2.0,4000.0,0.0,0.0643429901707191,0.14200724262803932,0.14200724262803932,0.0643429901707191,0.14019658561821002,0.14019658561821002,0.14019658561821002,0.0
2.0,4000.0,0.0,0.026159566834105252,0.16922173657772854,0.1685693783025638,0.026159566834105252,0.17235305629851916,0.17013503816295905,0.17013503816295905,0.0
3.0,4000.0,0.0,0.09435985417113446,0.10020373150332407,0.09795196225605829,0.09435985417113446,0.10084709414539994,0.10100793480591896,0.10100793480591896,0.0
3.0,4000.0,0.0,0.12371853362675111,0.10520100907090335,0.12565079705866566,0.12371853362675111,0.12393322956363051,0.1276904084590199,0.1276904084590199,0.0
3.0,4000.0,0.0,0.14730021598272136,0.12305615550755944,0.1475701943844493,0.14730021598272136,0.14303455723542113,0.15178185745140393,0.15178185745140393,0.0
4.0,4000.0,0.0,0.0847334527671525,0.0942235994770736,0.0874449232557013,0.0847334527671525,0.09325521715973462,0.0970319081973563,0.0970319081973563,0.0
4.0,4000.0,0.0,0.06967272727272722,0.1095272727272727,0.10598787878787874,0.06967272727272722,0.10909090909090913,0.11272727272727268,0.11272727272727268,0.0
4.0,4000.0,0.0,0.11051606621226873,0.12521908471275556,0.12259006815968843,0.11051606621226873,0.12804284323271664,0.12463485881207403,0.12463485881207403,0.0
2.0,4400.0,400.0,0.12974810075969612,0.13141410102625617,0.13061442089830733,0.0,0.12894842063174727,0.12914834066373448,0.131547381047581,0.0
2.0,4400.0,400.0,0.08534136546184734,0.16305220883534133,0.16211512717536813,0.0,0.16586345381526102,0.16318607764390902,0.16546184738955827,0.0
2.0,4400.0,400.0,0.04060741644634258,0.18907192732696088,0.18947867941156527,0.0,0.19185139990509115,0.1894108873974646,0.19063114365127787,0.0
3.0,4400.0,400.0,0.10540915395284323,0.09952843273231626,0.10640776699029131,0.0,0.11206657420249655,0.11644937586685156,0.11339805825242721,0.0
3.0,4400.0,400.0,0.1364141301932904,0.11908464785603201,0.13608087091757393,0.0,0.13447011775161077,0.13891357476116417,0.14107976005332146,0.0
3.0,4400.0,400.0,0.16074818537130098,0.1464544946957007,0.16225572305974312,0.0,0.16231155778894468,0.1646566164154104,0.16443327749860415,0.0
4.0,4400.0,400.0,0.09313259640874305,0.10353623768318909,0.09338268393937876,0.0,0.10308608012804477,0.10053518731556044,0.10198569499324761,0.0
4.0,4400.0,400.0,0.0986875062618976,0.11602043883378421,0.10840597134555652,0.0,0.12067929065223926,0.12613966536419197,0.12052900510970843,0.0
4.0,4400.0,400.0,0.11225002512310323,0.13179579941714403,0.12621847050547685,0.0,0.14169430208019296,0.14345291930459247,0.1420962717314843,0.0
