wareh,capacity,QMK,CHI,CHILOC,GP,GS,BS,RND
2.0,1000.0,275744.0,275780.0,275744.0,276173.0,276237.0,276237.0,310214.0
2.0,1000.0,291277.0,257950.0,257943.0,258262.0,258541.0,258541.0,307673.0
2.0,1000.0,304111.0,241947.0,241896.0,242448.0,242678.0,242678.0,302272.0
3.0,1000.0,331324.0,331581.0,331274.0,332271.0,332389.0,332389.0,373250.0
3.0,1000.0,316831.0,317001.0,316826.0,317966.0,346204.0,346204.0,371706.0
3.0,1000.0,307369.0,301052.0,300962.0,301784.0,321841.0,321841.0,367002.0
2.0,2000.0,275580.0,275757.0,275599.0,276972.0,276231.0,276231.0,310224.0
2.0,2000.0,291753.0,258521.0,258424.0,259032.0,292522.0,292522.0,308321.0
2.0,2000.0,303659.0,241662.0,241671.0,243114.0,304003.0,304003.0,301778.0
3.0,2000.0,330774.0,331215.0,330702.0,333334.0,331583.0,331583.0,372460.0
3.0,2000.0,315891.0,316273.0,315942.0,317606.0,316998.0,316998.0,371167.0
3.0,2000.0,307536.0,301443.0,301210.0,302701.0,321759.0,321759.0,366991.0
2.0,3000.0,274912.0,275028.0,274931.0,276454.0,275224.0,275224.0,309966.0
2.0,3000.0,258391.0,258462.0,258403.0,259185.0,258819.0,258819.0,308338.0
2.0,3000.0,241628.0,241607.0,241628.0,242244.0,241869.0,241869.0,301509.0
3.0,3000.0,331241.0,331856.0,331271.0,332959.0,332284.0,332284.0,373182.0
3.0,3000.0,335696.0,316170.0,315905.0,318152.0,316663.0,316663.0,371197.0
3.0,3000.0,339924.0,301243.0,301175.0,303803.0,302310.0,302310.0,367054.0
2.0,4000.0,275040.0,275140.0,275070.0,275967.0,276514.0,276514.0,310096.0
2.0,4000.0,291548.0,258293.0,258258.0,261629.0,259632.0,259632.0,307990.0
2.0,4000.0,303915.0,241710.0,241752.0,243258.0,242763.0,242763.0,302000.0
3.0,4000.0,330402.0,331145.0,330353.0,332998.0,332393.0,332393.0,373436.0
3.0,4000.0,315678.0,316149.0,315719.0,317474.0,316811.0,316811.0,371500.0
3.0,4000.0,306664.0,300921.0,300620.0,301700.0,301578.0,301578.0,366892.0
2.0,5000.0,275189.0,275220.0,275180.0,278766.0,275620.0,275620.0,310289.0
2.0,5000.0,257904.0,257956.0,257926.0,259684.0,258325.0,258325.0,308201.0
2.0,5000.0,303183.0,241883.0,241922.0,242507.0,242305.0,242305.0,301712.0
3.0,5000.0,329641.0,330369.0,329673.0,331938.0,331857.0,331857.0,372555.0
3.0,5000.0,315586.0,316265.0,315763.0,318434.0,316804.0,316804.0,371424.0
3.0,5000.0,338887.0,300741.0,300412.0,305349.0,301703.0,301703.0,366652.0
2.0,6000.0,274875.0,275043.0,274906.0,276161.0,275521.0,275521.0,310019.0
2.0,6000.0,257890.0,257893.0,257911.0,258846.0,258044.0,258044.0,308138.0
2.0,6000.0,241513.0,241465.0,241534.0,242235.0,241764.0,241764.0,301942.0
3.0,6000.0,330321.0,331537.0,330433.0,336142.0,332158.0,332158.0,373618.0
3.0,6000.0,334927.0,316024.0,315532.0,320191.0,316715.0,316715.0,371638.0
3.0,6000.0,337837.0,300328.0,299879.0,303975.0,302051.0,302051.0,366654.0
2.0,7000.0,274840.0,274920.0,274908.0,275880.0,275175.0,275175.0,309924.0
2.0,7000.0,257892.0,257890.0,257889.0,258592.0,258336.0,258336.0,308204.0
2.0,7000.0,302885.0,241236.0,241304.0,242041.0,241500.0,241500.0,302146.0
3.0,7000.0,329230.0,330208.0,329344.0,333314.0,331820.0,331820.0,372829.0
3.0,7000.0,318840.0,315734.0,314913.0,318676.0,316270.0,316270.0,371448.0
3.0,7000.0,306501.0,300861.0,300532.0,304670.0,302375.0,302375.0,367581.0
2.0,8000.0,275044.0,275030.0,275082.0,275950.0,275595.0,275595.0,310090.0
2.0,8000.0,291074.0,257651.0,257620.0,258469.0,257771.0,257771.0,308397.0
2.0,8000.0,302636.0,241263.0,241369.0,243139.0,241494.0,241494.0,301988.0
3.0,8000.0,329025.0,330186.0,329281.0,333075.0,331495.0,331495.0,372785.0
3.0,8000.0,314969.0,315663.0,315095.0,319379.0,316486.0,316486.0,371690.0
3.0,8000.0,305584.0,300269.0,299905.0,302591.0,300908.0,300908.0,366982.0
2.0,9000.0,274575.0,274700.0,274586.0,275608.0,275669.0,275669.0,309957.0
2.0,9000.0,290916.0,257741.0,257743.0,259113.0,258051.0,258051.0,308194.0
2.0,9000.0,302046.0,241370.0,241481.0,245837.0,241537.0,241537.0,301686.0
3.0,9000.0,328873.0,330465.0,329266.0,334290.0,332287.0,332287.0,372904.0
3.0,9000.0,314126.0,323779.0,314566.0,317773.0,315824.0,315824.0,371275.0
3.0,9000.0,299189.0,299788.0,299283.0,301899.0,300766.0,300766.0,366958.0
2.0,10000.0,274846.0,275028.0,274923.0,276637.0,276322.0,276322.0,310108.0
2.0,10000.0,257397.0,257421.0,257491.0,260256.0,257501.0,257501.0,308170.0
2.0,10000.0,302147.0,241092.0,241202.0,247449.0,241266.0,241266.0,301843.0
3.0,10000.0,327950.0,336271.0,333896.0,333497.0,333298.0,333298.0,372831.0
3.0,10000.0,314498.0,315539.0,314672.0,317891.0,316412.0,316412.0,372235.0
3.0,10000.0,317958.0,299957.0,299485.0,302207.0,303920.0,303920.0,366992.0
2.0,1200.0,275551.0,275613.0,275547.0,276260.0,276273.0,276273.0,310007.0
2.0,1200.0,291815.0,258346.0,258359.0,259556.0,292102.0,292102.0,307848.0
2.0,1200.0,304412.0,242067.0,242063.0,243376.0,304816.0,304816.0,302050.0
3.0,1200.0,331844.0,331985.0,331830.0,333141.0,332844.0,332844.0,373595.0
3.0,1200.0,316407.0,316570.0,316399.0,317430.0,337135.0,337135.0,370870.0
3.0,1200.0,340239.0,300724.0,300686.0,302093.0,301826.0,301826.0,366428.0
2.0,2400.0,275521.0,275614.0,275530.0,276204.0,275939.0,275939.0,310012.0
2.0,2400.0,291288.0,258088.0,258060.0,260333.0,258557.0,258557.0,307762.0
