wareh,capacity,buffer,QMK,CHIM,CHI,KL,KLQ,GO,GP,GS,BS,RND
2.0,100.0,0.0,9.1484639,0.2578803,0.3200742,2.34923,0.5983371,0.0216587,0.0623833,0.4585587,0.0009485,0.0979639
2.0,100.0,0.0,0.3814959,0.2521216,0.2444102,2.2784798,0.4009286,0.0216016,0.0012614,0.0008879,0.000886,0.0179559
2.0,100.0,0.0,0.6638081,0.2546136,0.2592878,2.2427638,0.6801132,0.0217645,0.0012404,0.0008655,0.0008752,0.0184655
3.0,100.0,0.0,1.1590936,0.2506799,0.2513819,2.2014409,1.1723941,0.0215574,0.001204,0.0009542,0.0009064,0.0190575
3.0,100.0,0.0,1.1490868,0.2654392,0.265951,2.1879816,1.1360541,0.0219639,0.0011942,0.0008999,0.0009587,0.019924
3.0,100.0,0.0,0.9742539,0.2557582,0.2667517,2.2704301,0.9308805,0.0222112,0.0012814,0.0008983,0.0009056,0.0234349
4.0,100.0,0.0,8.7563028,0.2416452,0.2359177,2.2209806,8.6724043,0.021675,0.0011463,0.0009713,0.0009803,0.0270979
4.0,100.0,0.0,3.211247,0.2390955,0.2476835,2.1967804,3.2499578,0.0217744,0.0011529,0.0009654,0.0009867,0.0268243
4.0,100.0,0.0,2.5438561,0.2695862,0.2519065,2.2149187,2.4834055,0.0219414,0.0012434,0.0010184,0.0009638,0.0273306
2.0,120.0,20.0,0.7919538,0.2559951,0.278364,2.2300636,0.770152,0.0231259,0.0011544,0.000894,0.0008585,0.148734
2.0,120.0,20.0,1.0904666,0.2649466,0.2578586,2.2470262,1.0398537,0.0233632,0.0011909,0.0009127,0.0008768,0.1356072
2.0,120.0,20.0,0.6590123,0.2433916,0.2433973,2.2265242,0.6679635,0.0232616,0.0012017,0.0008806,0.0009507,0.1291211
3.0,120.0,20.0,1.9471668,0.2596494,0.2621651,2.2154448,1.9753508,0.0233242,0.0011778,0.0009902,0.0008708,0.2649241
3.0,120.0,20.0,1.652192,0.2464157,0.2507035,2.1840649,1.7051051,0.0232856,0.0011947,0.000975,0.000893,0.2656106
3.0,120.0,20.0,9.7530876,0.2676999,0.2707411,2.1879777,9.6985839,0.0233684,0.0012142,0.0010428,0.0009341,0.2611076
4.0,120.0,20.0,4.6918946,0.2662708,0.2553442,2.2338332,4.5254514,0.0234916,0.0013916,0.001187,0.0009113,0.4888539
4.0,120.0,20.0,6.2440515,0.271288,0.2615568,2.2300303,6.3613876,0.0233766,0.0012272,0.0011183,0.0009367,0.4775718
4.0,120.0,20.0,3.5838349,0.2461534,0.2703287,2.2641378,3.3845812,0.0231802,0.0012573,0.0010939,0.0010114,0.4744393
2.0,200.0,0.0,1.0138528,0.2756865,0.2589041,10.8763573,1.0088652,0.0364291,0.0028561,0.0016396,0.0017285,0.0203982
2.0,200.0,0.0,0.8297125,0.2486291,0.2492866,10.2242137,0.8490035,0.0366644,0.0030138,0.001644,0.0016708,0.0240916
2.0,200.0,0.0,0.5623804,0.2553215,0.2597737,10.6647589,0.5576839,0.0365427,0.0028329,0.0015472,0.0015762,0.0209264
3.0,200.0,0.0,1.7828396,0.2710545,0.2671754,10.1679498,1.7905746,0.0364848,0.0029139,0.0018745,0.001966,0.0263909
