wareh,capacity,buffer,QMK,CHIM,CHI,KL,KLQ,GO,GP,GS,BS,RND
2.0,100.0,0.0,8.5166444,0.2500644,0.3136266,2.1575974,0.1701336,0.0206059,0.0569177,0.429396,0.0008288,0.092973
2.0,100.0,0.0,0.1399214,0.2511928,0.2348237,2.0860196,0.1406194,0.0206296,0.0015072,0.0007698,0.0008444,0.0182756
2.0,100.0,0.0,0.1663422,0.2462425,0.2530566,2.0577784,0.1623272,0.0207299,0.0014766,0.0008761,0.0008344,0.0177928
3.0,100.0,0.0,0.3476168,0.2521064,0.2542994,2.0961496,0.3362483,0.0209954,0.0016254,0.0008575,0.0008697,0.0192457
3.0,100.0,0.0,0.2954326,0.2389754,0.2312107,2.065252,0.2776022,0.0209423,0.0015248,0.0008791,0.0008812,0.0196674
3.0,100.0,0.0,0.4453369,0.2333335,0.2363725,2.0807259,0.4579806,0.0203697,0.0015256,0.0009013,0.0008745,0.019405
4.0,100.0,0.0,1.3197516,0.2374625,0.2400837,1.9874775,1.2474723,0.0208579,0.0015961,0.0009408,0.0009562,0.0244565
4.0,100.0,0.0,0.3515158,0.2337414,0.2420875,2.0307703,0.3307428,0.0208308,0.0017235,0.0009628,0.0008725,0.0264472
4.0,100.0,0.0,0.4049088,0.2405877,0.2457642,2.0260461,0.3834703,0.0207133,0.0016805,0.0009364,0.0009554,0.0252895
2.0,120.0,20.0,0.2790377,0.2423078,0.2418788,2.0435518,0.2701093,0.0216865,0.0015373,0.0008202,0.0007478,0.1460872
2.0,120.0,20.0,0.2772763,0.2374945,0.2564902,2.0677162,0.2519804,0.0219137,0.0014885,0.0008549,0.0008098,0.133874
2.0,120.0,20.0,0.2699416,0.2553078,0.2462031,2.0418428,0.2505625,0.0215845,0.0016189,0.0008618,0.0008134,0.1287554
3.0,120.0,20.0,0.6080313,0.238565,0.249451,2.0131062,0.5909327,0.0217095,0.0016098,0.0008635,0.0007979,0.263697
3.0,120.0,20.0,0.4332753,0.2514349,0.2443799,2.0121566,0.4158631,0.0221754,0.0016663,0.0009162,0.0008133,0.2545131
