dependency,skus,service_level,wareh,diff,buffer,heuristic,parcel_train,parcel_test,duration
MD,5000,1.0,2,0.0,0.0,CHIM,139539,140572,12.6410448
MD,5000,1.0,2,0.0,0.0,CHI,138147,139781,0.9693357
MD,5000,1.0,2,0.0,0.0,RND,155049,155042,4.3476059
MD,5000,0.9,2,0.0,0.0,CHIM,139552,140573,0.6436763
MD,5000,0.9,2,0.0,0.0,CHI,138078,139656,0.903398
MD,5000,0.9,2,0.0,0.0,RND,155019,155046,4.0560897
MD,5000,0.8,2,0.0,0.0,CHIM,139558,140543,0.6327281
MD,5000,0.8,2,0.0,0.0,CHI,138170,139683,0.8910551
MD,5000,0.8,2,0.0,0.0,RND,155036,155040,3.3431822
MD,5000,0.7,2,0.0,0.0,CHIM,139552,140565,0.6290126
MD,5000,0.7,2,0.0,0.0,CHI,138146,139823,0.8873343
MD,5000,0.7,2,0.0,0.0,RND,155049,155037,3.2935212
MD,5000,0.6,2,0.0,0.0,CHIM,139944,140860,0.6216297
MD,5000,0.6,2,0.0,0.0,CHI,138253,139847,0.8773314
MD,5000,0.6,2,0.0,0.0,RND,155052,155026,3.2578222
MD,5000,0.5,2,0.0,0.0,CHIM,139567,140536,0.6295285
MD,5000,0.5,2,0.0,0.0,CHI,138195,139783,0.8983235
MD,5000,0.5,2,0.0,0.0,RND,155035,155024,3.2434629
MD,5000,0.4,2,0.0,0.0,CHIM,139562,140515,0.6338949
MD,5000,0.4,2,0.0,0.0,CHI,138088,139803,0.89441
MD,5000,0.4,2,0.0,0.0,RND,155021,155025,3.2364299
MD,5000,0.3,2,0.0,0.0,CHIM,139560,140555,0.6344838
MD,5000,0.3,2,0.0,0.0,CHI,138149,139755,0.8905949
MD,5000,0.3,2,0.0,0.0,RND,155026,155012,3.2607043
MD,5000,0.2,2,0.0,0.0,CHIM,139594,140540,0.6260045
MD,5000,0.2,2,0.0,0.0,CHI,138107,139729,0.8897804
MD,5000,0.2,2,0.0,0.0,RND,155067,155017,3.2345316
MD,5000,0.1,2,0.0,0.0,CHIM,139572,140514,0.6239534
MD,5000,0.1,2,0.0,0.0,CHI,138189,139839,0.8829893
MD,5000,0.1,2,0.0,0.0,RND,155042,155023,3.250207
MD,5000,0.09,2,0.0,0.0,CHIM,139554,140495,0.6293754
MD,5000,0.09,2,0.0,0.0,CHI,138135,139712,0.9045999
MD,5000,0.09,2,0.0,0.0,RND,155054,155026,3.2852304
MD,5000,0.08,2,0.0,0.0,CHIM,139573,140502,0.6198537
MD,5000,0.08,2,0.0,0.0,CHI,138130,139730,0.8968056
MD,5000,0.08,2,0.0,0.0,RND,155053,155028,3.2207087
MD,5000,0.07,2,0.0,0.0,CHIM,139568,140496,0.6338142
MD,5000,0.07,2,0.0,0.0,CHI,138087,139678,0.885915
MD,5000,0.07,2,0.0,0.0,RND,155031,155037,3.2243951
MD,5000,0.06,2,0.0,0.0,CHIM,139568,140496,0.6162589
MD,5000,0.06,2,0.0,0.0,CHI,138087,139678,0.89212
MD,5000,0.06,2,0.0,0.0,RND,155044,155018,3.2356001
MD,5000,0.05,2,0.0,0.0,CHIM,139571,140523,0.6093519
MD,5000,0.05,2,0.0,0.0,CHI,138141,139773,0.9118829
MD,5000,0.05,2,0.0,0.0,RND,155027,155017,3.1935659
MD,5000,0.04,2,0.0,0.0,CHIM,139571,140506,0.6165328
MD,5000,0.04,2,0.0,0.0,CHI,138166,139796,0.8990369
MD,5000,0.04,2,0.0,0.0,RND,155020,155046,3.1924188
