dependency,skus,service_level,wareh,diff,buffer,heuristic,parcel_train,parcel_test,duration
ID,5000,1.0,2,0.0,0.0,CHIM,127837,127977,12.634718
ID,5000,1.0,2,0.0,0.0,CHI,127792,128083,0.8294483
ID,5000,1.0,2,0.0,0.0,RND,155167,155103,4.3423528
ID,5000,0.9,2,0.0,0.0,CHIM,127837,127977,0.6483994
ID,5000,0.9,2,0.0,0.0,CHI,127792,128083,0.7571996
ID,5000,0.9,2,0.0,0.0,RND,155159,155093,3.7825799
ID,5000,0.8,2,0.0,0.0,CHIM,127837,127977,0.6322008
ID,5000,0.8,2,0.0,0.0,CHI,127792,128083,0.7586189
ID,5000,0.8,2,0.0,0.0,RND,155167,155076,3.5412199
ID,5000,0.7,2,0.0,0.0,CHIM,127837,127977,0.6197204
ID,5000,0.7,2,0.0,0.0,CHI,127792,128083,0.7472804
ID,5000,0.7,2,0.0,0.0,RND,155157,155077,3.4417885
ID,5000,0.6,2,0.0,0.0,CHIM,127837,127977,0.6166746
ID,5000,0.6,2,0.0,0.0,CHI,127792,128083,0.7467773
ID,5000,0.6,2,0.0,0.0,RND,155166,155067,3.4118775
ID,5000,0.5,2,0.0,0.0,CHIM,127837,127977,0.6173087
ID,5000,0.5,2,0.0,0.0,CHI,127792,128083,0.7513573
ID,5000,0.5,2,0.0,0.0,RND,155162,155096,3.3990027
ID,5000,0.4,2,0.0,0.0,CHIM,127840,127996,0.6393758
ID,5000,0.4,2,0.0,0.0,CHI,127792,128083,0.7495603
ID,5000,0.4,2,0.0,0.0,RND,155159,155080,3.3855446
ID,5000,0.3,2,0.0,0.0,CHIM,127840,127996,0.6147639
ID,5000,0.3,2,0.0,0.0,CHI,127792,128083,0.7522941
ID,5000,0.3,2,0.0,0.0,RND,155164,155082,3.41408
ID,5000,0.2,2,0.0,0.0,CHIM,127835,127972,0.6074734
ID,5000,0.2,2,0.0,0.0,CHI,127796,128103,0.7504177
ID,5000,0.2,2,0.0,0.0,RND,155153,155092,3.3855837
ID,5000,0.1,2,0.0,0.0,CHIM,127837,127968,0.615071
ID,5000,0.1,2,0.0,0.0,CHI,127796,128103,0.7548769
ID,5000,0.1,2,0.0,0.0,RND,155151,155083,3.4004216
ID,5000,0.09,2,0.0,0.0,CHIM,127837,127968,0.6198865
ID,5000,0.09,2,0.0,0.0,CHI,127796,128103,0.7469048
ID,5000,0.09,2,0.0,0.0,RND,155157,155091,3.3506262
ID,5000,0.08,2,0.0,0.0,CHIM,127849,127998,0.6134438
ID,5000,0.08,2,0.0,0.0,CHI,127801,128055,0.7000102
ID,5000,0.08,2,0.0,0.0,RND,155141,155074,3.3354092
ID,5000,0.07,2,0.0,0.0,CHIM,127849,127998,0.6219216
ID,5000,0.07,2,0.0,0.0,CHI,127801,128055,0.7021587
ID,5000,0.07,2,0.0,0.0,RND,155174,155087,3.331756
ID,5000,0.06,2,0.0,0.0,CHIM,127849,127998,0.6151019
ID,5000,0.06,2,0.0,0.0,CHI,127801,128055,0.7085077
ID,5000,0.06,2,0.0,0.0,RND,155159,155085,3.2981249
ID,5000,0.05,2,0.0,0.0,CHIM,127842,127975,0.6256923
ID,5000,0.05,2,0.0,0.0,CHI,127792,128083,0.7359296
ID,5000,0.05,2,0.0,0.0,RND,155161,155075,3.3023595
ID,5000,0.04,2,0.0,0.0,CHIM,127842,127975,0.6190284
ID,5000,0.04,2,0.0,0.0,CHI,127792,128083,0.7469104
ID,5000,0.04,2,0.0,0.0,RND,155157,155092,3.2722567
ID,5000,0.03,2,0.0,0.0,CHIM,127837,127979,0.623321
ID,5000,0.03,2,0.0,0.0,CHI,127788,128080,0.7414445
ID,5000,0.03,2,0.0,0.0,RND,155175,155103,3.2672089
ID,5000,0.02,2,0.0,0.0,CHIM,127845,127980,0.6229837
ID,5000,0.02,2,0.0,0.0,CHI,127801,128055,0.6935013
ID,5000,0.02,2,0.0,0.0,RND,155149,155093,3.2814378
ID,5000,0.01,2,0.0,0.0,CHIM,127837,127979,0.6186931
ID,5000,0.01,2,0.0,0.0,CHI,127788,128080,0.7412082
ID,5000,0.01,2,0.0,0.0,RND,155166,155086,3.2827835
ID,5000,0.009,2,0.0,0.0,CHIM,127837,127979,0.6396794
ID,5000,0.009,2,0.0,0.0,CHI,127788,128080,0.7482584
ID,5000,0.009,2,0.0,0.0,RND,155159,155092,3.2720643
ID,5000,0.008,2,0.0,0.0,CHIM,127833,127987,0.6324861
ID,5000,0.008,2,0.0,0.0,CHI,127792,128083,0.7420646
ID,5000,0.008,2,0.0,0.0,RND,155171,155074,3.2234306
ID,5000,0.007,2,0.0,0.0,CHIM,127833,127987,0.6205854
ID,5000,0.007,2,0.0,0.0,CHI,127792,128083,0.7379983
ID,5000,0.007,2,0.0,0.0,RND,155168,155091,3.2152212
ID,5000,0.006,2,0.0,0.0,CHIM,127833,127987,0.6445155
ID,5000,0.006,2,0.0,0.0,CHI,127792,128083,0.7393406
ID,5000,0.006,2,0.0,0.0,RND,155156,155089,3.2514057
ID,5000,0.005,2,0.0,0.0,CHIM,127827,127982,0.6317315
ID,5000,0.005,2,0.0,0.0,CHI,127788,128080,0.7363624
ID,5000,0.005,2,0.0,0.0,RND,155155,155089,3.2537296
ID,5000,0.004,2,0.0,0.0,CHIM,127827,127982,0.6209126
ID,5000,0.004,2,0.0,0.0,CHI,127788,128080,0.7337725
ID,5000,0.004,2,0.0,0.0,RND,155168,155068,3.2464897
ID,5000,0.003,2,0.0,0.0,CHIM,127832,128005,0.623551
ID,5000,0.003,2,0.0,0.0,CHI,127788,128080,0.749369
ID,5000,0.003,2,0.0,0.0,RND,155171,155097,3.2274753
ID,5000,0.002,2,0.0,0.0,CHIM,127827,127994,0.6444186
ID,5000,0.002,2,0.0,0.0,CHI,127792,128083,0.7588422
ID,5000,0.002,2,0.0,0.0,RND,155160,155075,3.2549482
ID,5000,0.001,2,0.0,0.0,CHIM,127827,127994,0.6500935
ID,5000,0.001,2,0.0,0.0,CHI,127792,128083,0.7557604
ID,5000,0.001,2,0.0,0.0,RND,155171,155106,3.2896538
ID,5000,0.0009,2,0.0,0.0,CHIM,127827,127994,0.6446388
ID,5000,0.0009,2,0.0,0.0,CHI,127792,128083,0.763564
ID,5000,0.0009,2,0.0,0.0,RND,155148,155105,3.2310296
ID,5000,0.0008,2,0.0,0.0,CHIM,127820,127975,0.6457523
ID,5000,0.0008,2,0.0,0.0,CHI,127792,128083,0.7513238
ID,5000,0.0008,2,0.0,0.0,RND,155161,155072,3.2849935
ID,5000,0.0007,2,0.0,0.0,CHIM,127820,127975,0.6386996
ID,5000,0.0007,2,0.0,0.0,CHI,127792,128083,0.7572485
ID,5000,0.0007,2,0.0,0.0,RND,155154,155095,3.2385279
ID,5000,0.0006,2,0.0,0.0,CHIM,127822,127971,0.6355003
ID,5000,0.0006,2,0.0,0.0,CHI,127792,128083,0.7541696
ID,5000,0.0006,2,0.0,0.0,RND,155167,155109,3.2642034
ID,5000,0.0005,2,0.0,0.0,CHIM,127822,127971,0.644917
ID,5000,0.0005,2,0.0,0.0,CHI,127792,128083,0.7580019
ID,5000,0.0005,2,0.0,0.0,RND,155170,155093,3.2379675
ID,5000,0.0004,2,0.0,0.0,CHIM,127822,127971,0.6321567
ID,5000,0.0004,2,0.0,0.0,CHI,127792,128083,0.7829917
ID,5000,0.0004,2,0.0,0.0,RND,155176,155084,3.2751219
ID,5000,0.0003,2,0.0,0.0,CHIM,127822,127971,0.6405572
ID,5000,0.0003,2,0.0,0.0,CHI,127792,128083,0.7537706
ID,5000,0.0003,2,0.0,0.0,RND,155153,155106,3.2199891
ID,5000,0.0002,2,0.0,0.0,CHIM,127822,127971,0.648911
ID,5000,0.0002,2,0.0,0.0,CHI,127792,128083,0.7769052
ID,5000,0.0002,2,0.0,0.0,RND,155174,155107,3.2222728
ID,5000,0.0001,2,0.0,0.0,CHIM,127827,127988,0.6425837
ID,5000,0.0001,2,0.0,0.0,CHI,127788,128080,0.7617528
ID,5000,0.0001,2,0.0,0.0,RND,155163,155100,3.2168722
ID,5000,9.0e-5,2,0.0,0.0,CHIM,127827,127988,0.6394727
ID,5000,9.0e-5,2,0.0,0.0,CHI,127788,128080,0.7853215
ID,5000,9.0e-5,2,0.0,0.0,RND,155157,155082,3.2251861
ID,5000,8.0e-5,2,0.0,0.0,CHIM,127827,127988,0.6408488
ID,5000,8.0e-5,2,0.0,0.0,CHI,127788,128080,0.7615642
ID,5000,8.0e-5,2,0.0,0.0,RND,155168,155088,3.2272847
ID,5000,7.0e-5,2,0.0,0.0,CHIM,127827,127988,0.6514103
ID,5000,7.0e-5,2,0.0,0.0,CHI,127788,128080,0.7597205
ID,5000,7.0e-5,2,0.0,0.0,RND,155172,155102,3.2282834
ID,5000,6.0e-5,2,0.0,0.0,CHIM,127827,127988,0.6445559
ID,5000,6.0e-5,2,0.0,0.0,CHI,127788,128080,0.7818658
ID,5000,6.0e-5,2,0.0,0.0,RND,155161,155089,3.2147953
ID,5000,5.0e-5,2,0.0,0.0,CHIM,127827,127988,0.6377612
ID,5000,5.0e-5,2,0.0,0.0,CHI,127788,128080,0.7614104
ID,5000,5.0e-5,2,0.0,0.0,RND,155171,155080,3.2436425
ID,5000,4.0e-5,2,0.0,0.0,CHIM,127827,127988,0.6375117
ID,5000,4.0e-5,2,0.0,0.0,CHI,127788,128080,0.7661822
ID,5000,4.0e-5,2,0.0,0.0,RND,155165,155090,3.2896177
ID,5000,3.0e-5,2,0.0,0.0,CHIM,127827,127988,0.6387568
ID,5000,3.0e-5,2,0.0,0.0,CHI,127788,128080,0.7562338
ID,5000,3.0e-5,2,0.0,0.0,RND,155163,155086,3.2153096
ID,5000,2.0e-5,2,0.0,0.0,CHIM,127827,127988,0.6360855
ID,5000,2.0e-5,2,0.0,0.0,CHI,127788,128080,0.7536955
ID,5000,2.0e-5,2,0.0,0.0,RND,155161,155086,3.2504497
ID,5000,1.0e-5,2,0.0,0.0,CHIM,127827,127988,0.6405201
ID,5000,1.0e-5,2,0.0,0.0,CHI,127788,128080,0.7584073
ID,5000,1.0e-5,2,0.0,0.0,RND,155179,155091,3.1794754
ID,5000,9.0e-6,2,0.0,0.0,CHIM,127827,127988,0.6386733
ID,5000,9.0e-6,2,0.0,0.0,CHI,127788,128080,0.7626304
ID,5000,9.0e-6,2,0.0,0.0,RND,155171,155078,3.1912364
ID,5000,8.0e-6,2,0.0,0.0,CHIM,127827,127988,0.6485162
ID,5000,8.0e-6,2,0.0,0.0,CHI,127788,128080,0.7619849
ID,5000,8.0e-6,2,0.0,0.0,RND,155136,155071,3.1893383
ID,5000,7.0e-6,2,0.0,0.0,CHIM,127827,127988,0.6478659
ID,5000,7.0e-6,2,0.0,0.0,CHI,127788,128080,0.7839446
ID,5000,7.0e-6,2,0.0,0.0,RND,155165,155093,3.2250091
ID,5000,6.0e-6,2,0.0,0.0,CHIM,127827,127988,0.6474653
ID,5000,6.0e-6,2,0.0,0.0,CHI,127788,128080,0.7643328
ID,5000,6.0e-6,2,0.0,0.0,RND,155163,155108,3.1492978
ID,5000,5.0e-6,2,0.0,0.0,CHIM,127827,127988,0.6529682
ID,5000,5.0e-6,2,0.0,0.0,CHI,127788,128080,0.7491577
ID,5000,5.0e-6,2,0.0,0.0,RND,155166,155075,3.1860934
ID,5000,4.0e-6,2,0.0,0.0,CHIM,127827,127988,0.6563908
ID,5000,4.0e-6,2,0.0,0.0,CHI,127788,128080,0.7483816
ID,5000,4.0e-6,2,0.0,0.0,RND,155155,155100,3.2252276
ID,5000,3.0e-6,2,0.0,0.0,CHIM,127827,127988,0.6664006
ID,5000,3.0e-6,2,0.0,0.0,CHI,127788,128080,0.7662567
ID,5000,3.0e-6,2,0.0,0.0,RND,155150,155092,3.1555868
ID,5000,2.0e-6,2,0.0,0.0,CHIM,127827,127988,0.6522789
ID,5000,2.0e-6,2,0.0,0.0,CHI,127788,128080,0.7874243
ID,5000,2.0e-6,2,0.0,0.0,RND,155156,155096,3.1563965
ID,5000,1.0,2,0.1,0.0,CHIM,121629,122024,0.6245907
ID,5000,1.0,2,0.1,0.0,CHI,121564,122098,0.7571827
ID,5000,1.0,2,0.1,0.0,RND,154703,154654,3.3905842
ID,5000,0.9,2,0.1,0.0,CHIM,121629,122024,0.6165078
ID,5000,0.9,2,0.1,0.0,CHI,121564,122098,0.7506545
ID,5000,0.9,2,0.1,0.0,RND,154716,154652,3.3770429
ID,5000,0.8,2,0.1,0.0,CHIM,121629,122024,0.6112208
ID,5000,0.8,2,0.1,0.0,CHI,121564,122098,0.744853
ID,5000,0.8,2,0.1,0.0,RND,154739,154675,3.3671193
ID,5000,0.7,2,0.1,0.0,CHIM,121634,122034,0.6148264
ID,5000,0.7,2,0.1,0.0,CHI,121559,122116,0.7575281
ID,5000,0.7,2,0.1,0.0,RND,154709,154633,3.4187297
ID,5000,0.6,2,0.1,0.0,CHIM,121629,122024,0.6183846
ID,5000,0.6,2,0.1,0.0,CHI,121564,122098,0.739352
ID,5000,0.6,2,0.1,0.0,RND,154705,154635,3.3684451
ID,5000,0.5,2,0.1,0.0,CHIM,121632,122034,0.6133109
ID,5000,0.5,2,0.1,0.0,CHI,121559,122116,0.8146561
ID,5000,0.5,2,0.1,0.0,RND,154725,154633,3.3946495
ID,5000,0.4,2,0.1,0.0,CHIM,121632,122034,0.6141883
ID,5000,0.4,2,0.1,0.0,CHI,121559,122116,0.8097768
ID,5000,0.4,2,0.1,0.0,RND,154730,154611,3.395302
ID,5000,0.3,2,0.1,0.0,CHIM,121632,122034,0.6129827
ID,5000,0.3,2,0.1,0.0,CHI,121559,122116,0.8195249
ID,5000,0.3,2,0.1,0.0,RND,154726,154646,3.4083894
ID,5000,0.2,2,0.1,0.0,CHIM,121629,122024,0.61643
ID,5000,0.2,2,0.1,0.0,CHI,121564,122098,0.7419245
ID,5000,0.2,2,0.1,0.0,RND,154719,154636,3.3735031
ID,5000,0.1,2,0.1,0.0,CHIM,121624,122023,0.6285879
ID,5000,0.1,2,0.1,0.0,CHI,121564,122098,0.7478254
ID,5000,0.1,2,0.1,0.0,RND,154692,154629,3.4146125
ID,5000,0.09,2,0.1,0.0,CHIM,121624,122023,0.6353686
ID,5000,0.09,2,0.1,0.0,CHI,121564,122098,0.7312425
ID,5000,0.09,2,0.1,0.0,RND,154718,154639,3.3775521
ID,5000,0.08,2,0.1,0.0,CHIM,121624,122023,0.6229187
ID,5000,0.08,2,0.1,0.0,CHI,121564,122098,0.7422903
ID,5000,0.08,2,0.1,0.0,RND,154739,154615,3.3908673
ID,5000,0.07,2,0.1,0.0,CHIM,121624,122023,0.6318335
ID,5000,0.07,2,0.1,0.0,CHI,121564,122098,0.7449721
ID,5000,0.07,2,0.1,0.0,RND,154723,154622,3.369697
ID,5000,0.06,2,0.1,0.0,CHIM,121624,122027,0.6196158
ID,5000,0.06,2,0.1,0.0,CHI,121564,122098,0.7462947
ID,5000,0.06,2,0.1,0.0,RND,154700,154628,3.3977527
ID,5000,0.05,2,0.1,0.0,CHIM,121624,122027,0.6214415
ID,5000,0.05,2,0.1,0.0,CHI,121564,122098,0.7473657
ID,5000,0.05,2,0.1,0.0,RND,154701,154614,3.3558373
ID,5000,0.04,2,0.1,0.0,CHIM,121632,122034,0.6078457
ID,5000,0.04,2,0.1,0.0,CHI,121559,122116,0.8304426
ID,5000,0.04,2,0.1,0.0,RND,154739,154640,3.3921587
ID,5000,0.03,2,0.1,0.0,CHIM,121632,122034,0.6205856
ID,5000,0.03,2,0.1,0.0,CHI,121559,122116,0.829687
ID,5000,0.03,2,0.1,0.0,RND,154685,154670,3.3483621
ID,5000,0.02,2,0.1,0.0,CHIM,121632,122034,0.6213133
ID,5000,0.02,2,0.1,0.0,CHI,121559,122116,0.8326688
ID,5000,0.02,2,0.1,0.0,RND,154684,154628,3.3901557
ID,5000,0.01,2,0.1,0.0,CHIM,121629,122024,0.6294474
ID,5000,0.01,2,0.1,0.0,CHI,121564,122098,0.7361231
ID,5000,0.01,2,0.1,0.0,RND,154725,154657,3.3498278
ID,5000,0.009,2,0.1,0.0,CHIM,121629,122024,0.6373445
ID,5000,0.009,2,0.1,0.0,CHI,121564,122098,0.7727511
ID,5000,0.009,2,0.1,0.0,RND,154711,154630,3.3729639
ID,5000,0.008,2,0.1,0.0,CHIM,121629,122024,0.6271885
ID,5000,0.008,2,0.1,0.0,CHI,121564,122098,0.7409161
ID,5000,0.008,2,0.1,0.0,RND,154722,154631,3.3530677
ID,5000,0.007,2,0.1,0.0,CHIM,121629,122024,0.6460481
ID,5000,0.007,2,0.1,0.0,CHI,121564,122098,0.7670148
ID,5000,0.007,2,0.1,0.0,RND,154718,154626,3.3411746
ID,5000,0.006,2,0.1,0.0,CHIM,121629,122024,0.618989
ID,5000,0.006,2,0.1,0.0,CHI,121564,122098,0.7530397
ID,5000,0.006,2,0.1,0.0,RND,154733,154616,3.3181343
